,RESOLUCAO,EMPRESA,AUTORIZACAO,MARCA,PROCESSO,REGISTRO,VENDA E EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE PRODUTO,CATEGORIA,ASSUNTO PETICAO,EXPEDIENTE E PETICAO,VERSAO
1027,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ECOLAB QUÍMICA LTDA, 3.00053-9, HC 2000, 25351.538612/2009-33, 3.0053.0787.002-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2029, BOMBONA PLASTICA, 36 Meses, 3222025 LIMPADOR DESENGORDURANTE, 334 REG. SANEANTES - Revalidação de Registro, 0465144/19-8,
1028,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ECOLAB QUÍMICA LTDA, 3.00053-9, HC 2000, 25351.538612/2009-33, 3.0053.0787.003-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2029, TAMBOR PLASTICO, 36 Meses, 3222025 LIMPADOR DESENGORDURANTE, 334 REG. SANEANTES - Revalidação de Registro, 0465144/19-8,
1029,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ECOLAB QUÍMICA LTDA, 3.00053-9, HC 2000, 25351.538612/2009-33, 3.0053.0787.004-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2029, ACONDICIONAMENTO NAO PREVISTO NA TABELA, 36 Meses, 3222025 LIMPADOR DESENGORDURANTE, 334 REG. SANEANTES - Revalidação de Registro, 0465144/19-8,
1030,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ECOLAB QUÍMICA LTDA, 3.00053-9, HC 2000, 25351.538612/2009-33, 3.0053.0787.005-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2029, ACONDICIONAMENTO NAO PREVISTO NA TABELA, 36 Meses, 3222025 LIMPADOR DESENGORDURANTE, 334 REG. SANEANTES - Revalidação de Registro, 0465144/19-8,
1031,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, HIPO PLUS, 25351.248934/2019-90, 3.5215.0050.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 06/2029, GALAO + CAIXA DE PAPELAO, 1 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2716824/20-7, LAVANDA
1032,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, HIPO PLUS, 25351.248934/2019-90, 3.5215.0050.002-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 06/2029, BOMBONA PLASTICA OPACA, 1 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2716824/20-7, LAVANDA
1033,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, ETEX ALV CLOR 400, 25351.332869/2017-07, 3.5215.0041.001-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2027, GALAO PLASTICO + CAIXA DE PAPELAO, 6 Meses, 3222049 DESINFETANTE PARA TECIDOS E ROUPAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2603566/20-2, LAVANDA
1034,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, ETEX ALV CLOR 400, 25351.332869/2017-07, 3.5215.0041.002-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2027, BOMBONA PLASTICA OPACA, 6 Meses, 3222049 DESINFETANTE PARA TECIDOS E ROUPAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2603566/20-2, ALGAS MARINHAS
1035,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.001-0, PRODUTO DE VENDA LIVRE, 10/2028, FRASCO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2, ALGAS MARINHAS
1036,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.002-9, PRODUTO DE VENDA LIVRE, 10/2028, GALAO PLASTICO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2, ALGAS MARINHAS
1037,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.003-7, PRODUTO DE VENDA LIVRE, 10/2028, BOMBONA PLASTICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2, LIMA CAPIM LIMAO
1038,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.004-5, PRODUTO DE VENDA LIVRE, 10/2028, FRASCO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2, LIMA CAPIM LIMAO
1039,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.005-3, PRODUTO DE VENDA LIVRE, 10/2028, GALAO PLASTICO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2, LIMA CAPIM LIMAO
1040,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.006-1, PRODUTO DE VENDA LIVRE, 10/2028, BOMBONA PLASTICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1041,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.007-1, PRODUTO DE VENDA LIVRE, 10/2028, FRASCO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1042,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.008-8, PRODUTO DE VENDA LIVRE, 10/2028, GALAO PLASTICO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1043,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.009-6, PRODUTO DE VENDA LIVRE, 10/2028, BOMBONA PLASTICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1044,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.010-1, PRODUTO DE VENDA LIVRE, 10/2028, FRASCO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1045,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.011-8, PRODUTO DE VENDA LIVRE, 10/2028, GALAO PLASTICO + CAIXA DE PAPELAO, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1046,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, DESINFETANTE PURE, 25351.360968/2013-05, 3.5215.0004.012-6, PRODUTO DE VENDA LIVRE, 10/2028, BOMBONA PLASTICA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 12 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2748378/20-2,
1047,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, WYN SANITY, 25351.704560/2020-30, 3.5215.0066.001-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, FRASCO + CAIXA DE PAPELAO, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1048,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, WYN SANITY, 25351.704560/2020-30, 3.5215.0066.002-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, GALAO + CAIXA DE PAPELAO, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1049,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, WYN SANITY, 25351.704560/2020-30, 3.5215.0066.003-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, BOMBONA PLASTICA, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1050,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ELFEN INDUSTRIA E COMERCIO LTDA - ME, 3.05215-1, WYN SANITY, 25351.704560/2020-30, 3.5215.0066.004-3, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, BOMBONA PLASTICA OPACA, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1051,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", EVC INDUSTRIAL LTDA, 3.04024-4, SINTRA FAST, 25351.735475/2020-13, 3.4024.0003.001-0, PRODUTO DE VENDA LIVRE, 11/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, SINTRA FAST
1052,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", EVC INDUSTRIAL LTDA, 3.04024-4, SANITIZANTE BACTERICIDA FINALIZADOR, 25351.735477/2020-11, 3.4024.0004.001-6, PRODUTO DE VENDA LIVRE, 11/2030, FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3222046 SANITIZANTE PARA USO GERAL, 3924 Registro de Produto de Risco 2 - Sanitizante para Uso Geral,, SANITIZANTE BACTERICIDA FINALIZADOR
1053,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", EVC INDUSTRIAL LTDA, 3.04024-4, BACTRAN, 25351.735480/2020-26, 3.4024.0005.001-1, PRODUTO DE VENDA LIVRE, 11/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PLASTICO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 3882 Registro de Produto de Risco 2 - Desinfetante para Uso Geral,, BACTRAN
1054,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", FERSOL INDUSTRIA E COMERCIO LTDA., 3.01834-3, METALDEÍDO FERSOL 50 ISCA PELETIZADA, 25351.057476/2017-07, 3.1834.0065.001-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 02/2022, SACHET + SACO PLASTICO, 2 Ano(s), 3209016 MOLUSCICIDA, 396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante, 3431435/20-3,
1055,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", FERSOL INDUSTRIA E COMERCIO LTDA., 3.01834-3, METALDEÍDO FERSOL 50 ISCA PELETIZADA, 25351.057476/2017-07, 3.1834.0065.002-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 02/2022, SACO PLASTICO + SACO PLASTICO, 2 Ano(s), 3209016 MOLUSCICIDA, 396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante, 3431435/20-3,
1056,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", G5 INDÚSTRIA QUÍMICA LTDA, 3.08727-9, G5-402 - DETERGENTE CLORADO, 25351.271906/2020-18, 3.8727.0021.001-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, BOMBONA PLASTICA, 6 Meses, 4300213 DETERGENTE PARA USO ESPECÍFICO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,, 1
1057,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", G5 INDÚSTRIA QUÍMICA LTDA, 3.08727-9, G5-402 - DETERGENTE CLORADO, 25351.271906/2020-18, 3.8727.0021.002-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, ACONDICIONAMENTO NAO PREVISTO NA TABELA, 6 Meses, 4300213 DETERGENTE PARA USO ESPECÍFICO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,, 1
1058,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", HENVI INDUSTRIA QUIMICA EIRELI - EPP, 3.06190-0, MEKA PISO, 25351.400612/2015-81, 3.6190.0011.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 09/2030, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3103055 DETERGENTE LIMPA PISOS, 334 REG. SANEANTES - Revalidação de Registro, 2138373/19-1,
1059,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", HENVI INDUSTRIA QUIMICA EIRELI - EPP, 3.06190-0, MEKA PISO, 25351.400612/2015-81, 3.6190.0011.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 09/2030, BOMBONA PLASTICA + CAIXA DE PAPELAO, 12 Meses, 3103055 DETERGENTE LIMPA PISOS, 330 REG. SANEANTES - Modificação de Fórmula de Produto, 2209335/20-5,
1060,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", HOTECHANN INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA, 3.02126-4, ÁGUA SANITÁRIA FAZ HOTECHANN, 25351.746921/2013-82, 3.2126.0011.001-2, PRODUTO DE VENDA LIVRE, 04/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 6 Meses, 3103033 ÁGUA SANITÁRIA, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2312120/20-8,
1061,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", INDUSTRIA QUIMICA NOSSA SENHORA DA PIEDADE LTDA, 3.06847-1, SODA CÁUSTICA RADIANTE, 25351.828288/2020-82, 3.6847.0005.001-4, PRODUTO DE VENDA LIVRE, 11/2030, POTE DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3222030 DESINCRUSTANTE ALCALINO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,, SODA CÁUSTICA RADIANTE
1062,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", INNOVATIVE WATER CARE INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS BRASIL LTDA., 3.00388-7, HTH PACE DICLORO 56%, 25351.638847/2009-26, 3.0388.0038.001-4, PRODUTO DE VENDA LIVRE, 03/2030, SACO PLASTICO + BALDE PLASTICO, 24 Meses, 3205045 DESINFETANTE PARA PISCINAS, 334 REG. SANEANTES - Revalidação de Registro, 2092308/19-2,
1063,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ISOPOLY INDÚSTRIA E COMÉRCIO LTDA - ME, 3.02540-3, ENZILUX, 25351.654290/2019-75, 3.2540.0022.001-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, FRASCO + CAIXA DE PAPELAO, 24 Meses, 3222020 DETERGENTE ENZIMÁTICO, 30012 Registro de Produto de Risco 2 - Detergente Enzimático,, ENZILUX
1064,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ISOPOLY INDÚSTRIA E COMÉRCIO LTDA - ME, 3.02540-3, ENZILUX, 25351.654290/2019-75, 3.2540.0022.002-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, GALAO + CAIXA DE PAPELAO, 24 Meses, 3222020 DETERGENTE ENZIMÁTICO, 30012 Registro de Produto de Risco 2 - Detergente Enzimático,, ENZILUX
1065,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", KOMBATE SAUDE AMBIENTAL LTDA - EPP, 3.07934-7, PULTRAT, 25351.637003/2018-81, 3.7934.0003.001-3, PRODUTO DE VENDA LIVRE, 02/2029, SACO PLÁSTICO TRANSLÚCIDO + CAIXA DE PAPELAO, 24 Meses, 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2491215/20-9,
1066,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", KOMBATE SAUDE AMBIENTAL LTDA - EPP, 3.07934-7, PULTRAT, 25351.637003/2018-81, 3.7934.0003.002-1, PRODUTO DE VENDA LIVRE, 02/2029, POTE DE PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2491215/20-9,
1067,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", LABNEWS INDUSTRIAL LTDA, 3.02027-2, NEOSEPTO PAC, 25351.288271/2019-46, 3.2027.0016.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 08/2024, BOMBONA PLASTICA + CAIXA DE PAPELAO, 24 Meses, 4300212 DESINFETANTE DE ALTO NÍVEL, 3782 REG. SANEANTES - Retificação de Publicação de Registro, 2278895/20-6,
1068,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MARKS INDUSTRIA DE PRODUTOS QUIMICOS LTDA, 3.08378-3, SEIKO LAV 111 - ALVEJANTE CLORADO, 25351.559528/2020-93, 3.8378.0023.001-5," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA", 11/2030, BOMBONA PLASTICA, 6 Meses, 4300215 ALVEJANTE CLORADO, 3889 Registro de Produto de Risco 2 - Alvejante,,
1069,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MARKS INDUSTRIA DE PRODUTOS QUIMICOS LTDA, 3.08378-3, SEIKO LAV 111 - ALVEJANTE CLORADO, 25351.559528/2020-93, 3.8378.0023.002-3," PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA", 11/2030, GALÃO PLÁSTICO, 6 Meses, 4300215 ALVEJANTE CLORADO, 3889 Registro de Produto de Risco 2 - Alvejante,,
1070,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, DETERFLOOR REMOVEDOR, 25351.292119/2020-00, 3.2747.0163.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1071,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, DETERFLOOR REMOVEDOR, 25351.292119/2020-00, 3.2747.0163.002-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, CAIXA DE PAPELAO + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1072,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, MERCOTECH 100 CLORADO 01, 25351.352129/2020-01, 3.2747.0164.001-7,, 11/2030, GALAO PLASTICO + CAIXA DE PAPELAO, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3883 Registro de Produto de Risco 2 - Desinfetante para Indústria Alimentícia e Afins,,
1073,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, MERCOTECH 100 CLORADO 01, 25351.352129/2020-01, 3.2747.0164.002-5,, 11/2030, BOMBONA PLASTICA OPACA + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3883 Registro de Produto de Risco 2 - Desinfetante para Indústria Alimentícia e Afins,,
1074,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020"," NELLTY DO BRASIL COMERCIO, IMPORTAÇÃO, EXPORTAÇÃO, REGULAMENTAÇÃO E REGISTRO LTDA - ME", 3.06571-6, BIOTRAPS, 25351.824263/2018-95, 3.6571.0002.001-1, PRODUTO DE VENDA LIVRE, 09/2024, CAIXA DE PAPELAO + CAIXA DE PAPELAO, 24 Meses, 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 0687434/20-7,
1075,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", NOVA RENKO INDUSTRIAL LTDA - EPP, 3.03286-3, CHEF ALCALINO HT, 25351.558100/2020-23, 3.3286.0066.001-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, FRASCO + CAIXA DE PAPELAO, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,, 1
1076,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", NOVA RENKO INDUSTRIAL LTDA - EPP, 3.03286-3, CHEF ALCALINO HT, 25351.558100/2020-23, 3.3286.0066.002-3, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, GALAO + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,, 1
1077,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", NOVA RENKO INDUSTRIAL LTDA - EPP, 3.03286-3, ATIWAX REMOVEDOR PARA ACABAMENTO ACRÍLICO, 25351.558126/2020-71, 3.3286.0065.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, FRASCO + CAIXA DE PAPELAO, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1078,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", NOVA RENKO INDUSTRIAL LTDA - EPP, 3.03286-3, ATIWAX REMOVEDOR PARA ACABAMENTO ACRÍLICO, 25351.558126/2020-71, 3.3286.0065.002-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, GALAO + ACONDICIONAMENTO NAO PREVISTO NA TABELA, 24 Meses, 3202038 REMOVEDOR, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
1079,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", ONYX DO BRASIL INDÚSTRIA E COMÉRCIO EIRELI - ME, 3.07868-0, BITE BLOCK, 25351.574563/2020-32, 3.7868.0001.001-7, PRODUTO DE VENDA LIVRE, 11/2030, TUBO DE ALUMINIO, 24 Meses, 3208011 REPELENTE, 3876 Registro de Produto de Risco 2 - Repelente,,
1080,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", PIRISA PIRETRO INDUSTRIAL LTDA, 3.00262-0, SET INSET AÇÃO TOTAL, 25351.533146/2011-76, 3.0262.0058.001-9, PRODUTO DE VENDA LIVRE, 01/2027, LATA AEROSSOL, 2 Ano(s), 3206017 INSETICIDA DE VENDA LIVRE, 396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante, 3277847/20-9,
1081,"RESOLUÇÃO-RE Nº 4.637, DE 12 DE NOVEMBRO DE 2020", Proquimia Produtos Químicos do Brasil SA, 3.05027-1, VIXFORTE, 25351.550430/2020-71, 3.5027.0022.001-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 11/2030, BOMBONA PLASTICA, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
